article_id,keywords tuple
186,"""""""['lắp đặt thiết bị thể dục thể thao ngoài trời', 'khu thể thao', 'Trung tâm văn hóa thể thao xã', 'nhà văn hóa', 'xã', 'giá trúng thầu', 'thôn', 'địa bàn tỉnh Vĩnh Phúc', 'gói thầu cung cấp thiết bị thể thao ngoài trời', 'Trung tâm văn hóa thể thao thị trấn', 'Thể thao', 'trúng', 'địa chỉ', 'thể thao ngoài trời khu thể thao', 'thể thao ngoài trời', 'khu thể thao thôn', 'gói thầu', 'trúng thầu', 'Thiết bị thể dục thể thao ngoài trời', 'Trung tâm văn hóa thể thao', 'khu thể thao 10 thôn', 'Gói thầu Mua sắm thiết bị thể dục thể thao ngoài trời', 'khu thể thao 7 thôn', 'khu thể thao 9 thôn', 'khu thể thao 8 thôn', 'khu thể thao 16 thôn', 'đầu tư thiết bị thể dục thể thao ngoài trời']"""""""
187,"""""""['nhà thầu', 'chủ đầu tư', 'gói thầu', 'quy định', 'hồ sơ mời thầu', 'tham gia', 'tiêu chí', 'phần mềm', 'Thông tư', 'hạn chế', 'lợi thế', 'cơ quan quản lý nhà nước', 'Công luận', 'bình đẳng']"""""""
188,"""""""['hư hỏng', 'tượng đài', 'huyện Lệ Thủy', 'công trình tượng đài', 'Công trình', 'công trình', 'Quảng Bình', 'xuống cấp', 'công trình tượng đài nữ pháo binh Ngư Thủy', 'tượng', 'hạng mục', 'tỉnh Quảng Bình', 'lịch sử', 'tượng đài xuống cấp', 'xã Ngư Thủy']"""""""
189,"""""""['Công ty Đông Đô', 'UBND tỉnh Bắc Ninh', 'Công ty', 'QĐ-UBND', 'đất', 'diện tích', 'ban hành Quyết định', 'Quyết định', 'sát hạch lái xe Đông Đô', 'huyện Lương Tài', '1', 'doanh nghiệp', 'sạch công nghiệp công nghệ cao', 'diện tích 66.457,0 m2', 'UBND tỉnh', 'công ty', 'thành lập Cụm công nghiệp Lâm Bình', 'giao', 'xây dựng', 'UBND tỉnh giao', 'đại diện Công ty Đông Đô', 'Công ty Đông Đô thuê', 'xây dựng nhà máy sản xuất đá khô', 'Cụm công nghiệp']"""""""
190,"""""""['địa phương', 'kinh doanh', 'kiểm tra', 'xã Chư Đang Ya', 'đất ruộng', 'Chư Đang Ya', 'đổ đất', 'phát triển kinh tế xã hội', 'đất lúa 1 vụ', 'đất', 'dựng quán cà phê', 'UBND huyện Chư Păh', 'phát hiện', 'phát triển du lịch', 'người dân', 'sản xuất lúa']"""""""
191,"""""""['nhà trường', 'viện', 'học', 'Viện', 'Dược cộng đồng', 'tuyển sinh', 'thành lập', 'viện trực thuộc', 'viện đào tạo', 'bản chất', 'hoạt động', 'khóa học', 'Trường Cao đẳng Y', 'tổ chức đào tạo']"""""""
192,"""""""['gói thầu', 'trúng thầu', 'mặt đường', 'Công ty cổ phần quản lý đường bộ Cao Bằng trúng thầu', 'Công ty Cổ phần Quản lý đường bộ Cao Bằng', 'Ban Quản lý bảo trì đường bộ', 'Sở Giao thông vận tải tỉnh Cao Bằng', 'vai trò liên danh', 'trúng', 'nhà thầu', '26 gói thầu', 'đấu thầu', 'Quản lý', 'BDTX đường', 'thành phố Cao Bằng', 'địa phận tỉnh Cao Bằng', 'số lượng gói thầu có giá trúng thầu sát giá gói thầu', 'Cao Bằng', 'tham gia thầu', 'Giá trúng thầu 30.870.684.000 VND', 'Giá trúng thầu 12.170.452.000 VND']"""""""
193,"""""""['phòng Giáo dục', 'giá', 'đào tạo huyện Chợ Đồn', 'gói thầu', 'cung cấp', 'Công ty Nguyệt Ánh cung cấp', 'mua', 'thông tin', 'Trưởng phòng Giáo dục', 'thiết bị', 'chênh lệch giá', 'phóng viên', 'thông số kỹ thuật', 'Liên danh Nguyễn Cao – Đại An', 'giá 2.300.000 đồng', 'Công ty Nguyệt Ánh', 'thiết bị giáo dục', 'nhà thầu', '2023 ”', 'Hứa Hoàng Anh', 'Công luận', 'huyện Chợ Đồn', 'tham khảo giá', 'trường', 'đấu thầu', 'phóng viên báo Nhà báo', 'dấu hiệu “ đội giá ”', 'sản phẩm', 'đào tạo huyện Chợ Đồn mua sắm', 'đào tạo huyện Chợ Đồn 1', 'đào tạo huyện Chợ Đồn 42', 'đào tạo huyện Chợ Đồn 3', 'đào tạo huyện Chợ Đồn 12', 'đào tạo huyện Chợ Đồn 17']"""""""
194,"""""""['Gói thầu', 'trúng thầu', 'lựa chọn nhà thầu Gói thầu', 'gói thầu', 'nhà thầu', 'Công ty Xuân Quang', 'công tác đấu thầu', 'dự án', 'Công ty cổ phần xây dựng Xuân Quang', 'đoạn', 'Công ty cổ phần VINADELTA', 'đấu thầu', 'mời thầu', 'đấu thầu lựa chọn nhà thầu', 'Ban Quản lý dự án đầu tư xây dựng', 'liên danh trúng thầu', 'công tác đấu thầu lựa chọn nhà thầu', 'Gói thầu thi công xây dựng', 'Km18', 'tham gia thầu', 'Dự án nâng cấp đoạn Km18', '... Nhà thầu', 'Công ty Giao thông Bình Định trúng thầu', 'xây dựng', 'Công ty Xuân Quang trúng thầu giá 234.203.672.000 VND.', '7']"""""""
195,"""""""['đấu thầu', 'gói thầu', 'Gói thầu', 'Quyết định', 'trúng thầu', 'dự án', 'Công ty Xuân Quang', 'đoạn', 'Công ty cổ phần xây dựng Xuân Quang', 'mời thầu', 'quy định', 'Công an', 'tỉnh', 'tội “ Vi phạm quy định', 'Ban Quản lý dự án đầu tư xây dựng', 'Công ty cổ phần tập đoàn Thuận An', 'QĐ-BGTVT', 'chấm thầu', '02/15 gói thầu', '15 gói thầu', 'tỉnh Bắc Giang', 'nút giao', 'liên danh trúng thầu', 'tham gia thầu', 'khởi tố vụ án “ Vi phạm quy định', 'hậu quả nghiêm trọng ”', 'xây dựng', 'khởi tố', 'Công ty Thuận An', 'Gói thầu thi công xây dựng', 'Công ty Giao thông Bình Định trúng thầu', 'hối lộ', 'nhà thầu liên danh', 'Công ty Xuân Quang trúng thầu giá 234.203.672.000 VND.', '... Nhà thầu', 'lựa chọn nhà thầu']"""""""
196,"""""""['đất', 'UBND huyện Hiệp Hòa', 'giấy chứng nhận quyền', 'Ninh', 'khuyết điểm', 'xã Mai Trung', 'sai sót', 'kiểm điểm trách nhiệm', 'Phó Chủ tịch UBND huyện Hiệp Hòa', 'Ngô Văn Ninh', 'thôn Trung Hòa', 'văn bản', 'Giấy chứng nhận quyền', 'kết quả báo cáo Chủ tịch UBND huyện', 'huyện', '2 giấy chứng nhận quyền', 'quy định', 'Chủ tịch UBND huyện']"""""""
197,"""""""['gói thầu', 'đấu thầu', 'nhà thầu', 'công tác đấu thầu', 'trúng thầu', 'tỉnh Cao Bằng', 'tỷ lệ tiết kiệm', 'Sở Giao thông vận tải tỉnh Cao Bằng', 'lựa chọn nhà thầu', 'Lê Văn Định', 'Lê Văn Định ký Quyết định', 'công bố đấu thầu', 'đấu thầu nhận định', 'địa phận tỉnh Cao Bằng', 'địa phương', 'số lượng gói thầu có giá trúng thầu sát giá gói thầu', 'gói thầu đấu thầu rộng rãi thông thường', 'Luật Đấu thầu', 'đấu thầu rộng rãi', 'tổ chức đấu thầu', 'mặt đường', 'hoạt động đấu thầu', 'tỷ lệ tiết kiệm thông qua đấu thầu']"""""""
198,"""""""['đất', 'giao đất', 'Khu đất đấu giá quyền', 'khu đồng Quán Trắng', 'tỉnh Vĩnh Phúc', 'huyện Tam Dương', 'xã Vân Hội', 'hợp đồng', 'địa bàn huyện Tam Dương', 'thôn Chấn Yên', 'khu đất đấu giá quyền']"""""""
199,"""""""['đất', 'UBND huyện Hiệp Hòa', 'diện tích 675 m2', 'Ngô Văn Ninh', 'tờ bản đồ', 'diện tích đất', 'xã Mai Trung', 'nguồn gốc đất', '96', '383', 'nguồn gốc', 'giao đất trái thẩm quyền', 'thôn Trung Hòa', 'UBND', 'Giấy CNQSDĐ']"""""""
200,"""""""['cọc tiêu', 'thiết kế', 'công trình', 'nhà thầu', 'nhà thầu thi công sai thiết kế', 'phát hiện', 'Công luận', 'dự án', 'cọc tiêu thi công', 'xã Thanh Đình', 'UBND xã Thanh Đình', 'công trình đường giao thông xã Thanh Đình']"""""""
201,"""""""['gói thầu', 'Công ty P.T.P', 'Công ty CP Hawaco miền Nam', 'trúng', 'đồng hồ', 'có giá dự thầu xếp hạng 2', 'lựa chọn trúng thầu', 'DN15mm loại thể tích', 'công ty', 'SAWACO', 'Công ty TNHH P.T.P', 'trúng thầu', 'trượt thầu', 'nhà thầu', 'Nhà thầu', 'đấu thầu', '13 gói thầu']"""""""
202,"""""""['dự án', 'Công ty Bình Hà', 'Hà Tĩnh', 'Công ty CP Chăn nuôi Bình Hà', 'trồng', 'Đầu tư Hà Tĩnh', 'đất', 'huyện Cẩm Xuyên', 'bò', 'hiệu quả', 'công ty', 'đất dự án', 'diện tích đất', 'đất bỏ hoang', 'nuôi', 'dự án hiện', 'dự án Chăn nuôi bò', 'Công ty Chăn nuôi Bình Hà', 'đại dự án nuôi bò', 'Sở Kế hoạch', 'tỉnh Hà Tĩnh']"""""""
203,"""""""['công ty', 'UBND huyện Lục Nam', 'trung chuyển than', 'tỉnh Bắc Giang', 'Công ty TNHH Dịch vụ', 'dự án', 'giấy phép xây dựng', 'vi phạm', 'Thương mại Hoàng Ninh', 'huyện Lục Nam', 'Thanh tra tỉnh Bắc Giang', 'giấy phép hoạt động bến thủy nội địa', 'thanh tra', 'thị trấn Đồi Ngô', 'đầu tư', 'Công ty Cổ phần Hoàng Ninh Group', 'Thanh tra tỉnh', 'kiểm tra', 'xây dựng', 'công ty xây dựng 2 công trình', 'Công ty Hoàng Ninh hoạt động', 'Thanh tra Sở Xây dựng kiểm tra', 'quy định', 'đầu tư xây dựng công trình']"""""""
204,"""""""['quy định', 'đầu tư', 'Công ty Cổ phần Vân Đức', 'công nghệ', 'Giấy chứng nhận đầu tư', 'công nghệ Hoffman', 'Nghị định', 'mục tiêu dự án', 'nhà đầu tư', 'công nghệ tuynel', 'Luật Đầu tư', 'tỉnh Hưng Yên', 'UBND tỉnh Hưng Yên', 'dự án', 'phóng viên', 'quản lý đầu tư xây dựng công trình', 'quy định pháp luật', 'chủ đầu tư', 'đầu tư xây dựng', 'đất nung', 'dự án đầu tư', 'sản xuất gạch', 'mục tiêu đầu tư', 'Chứng nhận đầu tư', 'thẩm quyền thẩm định', 'sản xuất vật liệu xây dựng', 'lò gạch Hoffman', 'mục tiêu', 'Thông tư', 'Công luận', 'chủ trương đầu tư', 'mục tiêu dự án đầu tư']"""""""
205,"""""""['học', 'Dược cộng đồng', 'Trường Cao đẳng Y', 'nhà trường', 'Viện', 'quy định', 'khóa học chính quy', 'viện trực thuộc', 'viện', 'viện đào tạo', 'khóa học', 'bản chất', 'Trường Cao Đẳng Y', 'thành lập', 'phản ánh', 'Dược Cộng Đồng', 'tuyển sinh']"""""""
206,"""""""['Công ty cổ phần Thủy điện Nậm He', 'tỉnh Điện Biên', 'quyết định', 'thẩm quyền', 'Công ty cổ phần thủy điện Nậm He', 'nhà máy Thủy điện Nậm He', 'huyện Mường Chà']"""""""
207,"""""""['quy định', 'UBND huyện', 'đất trồng lúa', 'lối đi', 'sàn', 'nội dung phản ánh', 'Công luận']"""""""
208,"""""""['đất ruộng', 'đất', 'dựng quán cà phê', 'quán', 'đất lúa', 'kinh doanh', 'quy định', 'dựng cổng', 'chính quyền', 'ruộng', 'đất ruộng trồng lúa', 'đất trồng lúa', 'dựng']"""""""
209,"""""""['huyện Bình Giang', 'dân', 'Nhân dân', 'cầu', 'chủ đầu tư', 'xây dựng', 'ý kiến', 'hộ dân', 'cầu vượt', 'Ban Quản lý dự án đầu tư xây dựng huyện Bình Giang', 'UBND huyện Bình Giang', 'phương án', 'hộ dân khu 4', 'người dân khu 5', 'Dự án', 'thiết kế', 'tỉnh Hải Dương', 'sông', 'xây dựng cầu', 'xây cầu dân sinh', 'cầu dân sinh', 'đầu tư', 'dự án xây cầu', 'người dân']"""""""
210,"""""""['UBND huyện Tiên Lãng', 'huyện', 'UBND huyện', 'chủ đầu tư', 'thuê', 'nâng cấp sân vận động huyện', 'SVĐ huyện Tiên Lãng', 'xã hội hóa', 'SVĐ', 'Thể thao huyện Tiên Lãng', 'thể thao', 'Trung tâm Văn hóa', 'phương án xã hội hóa', 'cải tạo', 'hợp đồng', 'khuôn viên SVĐ huyện', 'Thông tin', 'bảo vệ', 'phục vụ', 'Công luận', 'Thể thao', 'Thể thao huyện', 'hoạt động kinh doanh', '1', '450.000 đồng', 'kiot', 'quyết định']"""""""
211,"""""""['thi công', 'dự án', 'Công ty Lâm Kim kê khai', 'tỉnh Gia Lai ”', 'Công luận', 'nhà thầu phụ', 'Công ty Lâm Kim', 'Du lịch tỉnh Kon Tum', 'nhà thầu', 'hợp đồng tương tự', '5.299.712.000 đồng', '2020', '2021', '2022', 'gói thầu', 'Công ty TNHH Công nghiệp FDI Việt Nam', 'công ty', 'hợp đồng', 'Lâm', 'hợp đồng ”', 'nhà thầu thi công']"""""""
212,"""""""['mồi to lớn', 'khỉ', 'bất cẩn', 'rồng Komodo']"""""""
213,"""""""['Hùng', 'Hân', 'Lan', 'người tình', 'vợ', 'chồng', 'tiếng Hùng', 'đời', 'Song', 'Hùng quên', 'Hân đau lòng', 'chẳng', 'Hùng phát hiện', 'cầu xin Hân']"""""""
214,"""""""['đàn ông', 'vợ', 'chồng', 'tình cảm', 'ngoại tình', 'Nhân tình', 'nhân tình', 'đàn ông ngoại tình', 'phụ nữ', 'kiểu', 'tình cảm vợ chồng', 'tình', 'Đàn ông', 'hôn nhân']"""""""
215,"""""""['Ấn Độ', 'vàng', 'giá vàng', '6', 'thuế nhập khẩu vàng', 'bạc', 'kỷ lục']"""""""
216,"""""""['ngân hàng', 'đầu', '22/7', '6', 'Nợ xấu ngân hàng', 'Việt Nam', 'mua', 'chiều mua', 'chiều', 'ngành ngân hàng', 'nợ xấu', '500.000 đồng', '79,5 triệu đồng', 'xu hướng', '23/7', '2024', 'mặt hàng cá ngừ', 'thị trường']"""""""
217,"""""""['thùng', 'giá dầu', 'Dầu thô', 'tuần', 'thị trường', 'lít', 'dầu thô', 'Mỹ', 'giá dầu hỏa', 'tăng giá dầu', 'cung dầu thô', 'giảm Giá dầu', 'Giá dầu hôm nay']"""""""
218,"""""""['thương nhân phân phối xăng dầu', 'Bộ Công Thương', 'cung xăng dầu', 'mua xăng dầu', 'Công Thương', 'xăng dầu', 'thương nhân đầu mối', 'QĐ-BCT', 'thương nhân', '2 thương nhân phân phối xăng dầu']"""""""
219,"""""""['kinh tế', 'đầu', 'tuần', 'Nga', 'dự đoán', 'dầu thô', 'giá dầu', 'mua dầu thô']"""""""
220,"""""""['22/7', 'giá vàng SJC', 'thị trường', 'mua', '500.000 đồng', 'chiều mua', 'chiều', '79,5 triệu đồng', 'giá vàng thế giới giao', 'vàng', 'đầu', 'giá vàng giao']"""""""
221,"""""""['kg', '5', 'Giá XK', 'giá', 'XK', 'thị trường', 'giá trung bình cá tra XK', '2,43 USD', 'nguyên liệu', 'giá XK', 'Mỹ', 'XK tôm', 'giá trung bình tôm chân trắng Việt Nam XK', 'thị trường Mỹ', 'kg tôm', 'giá tôm', 'Hằng', 'đầu', '6']"""""""
222,"""""""['công ty dầu khí', 'Hiện', '2019', 'cộng sự', 'CSR', 'doanh nghiệp', 'lĩnh vực dầu khí', 'thách thức', 'hoạt động sản xuất kinh doanh', 'hoạt động', '2021', 'hội đồng quản trị', 'môi trường', 'bao gồm', 'sáng kiến \u200b \u200b CSR', 'công ty dầu khí hoạt động', 'công ty dầu khí hiện', 'xã hội', 'tác động', 'khuôn khổ quản trị doanh nghiệp', 'quy định', 'quản trị doanh nghiệp', 'sáng kiến \u200b \u200b', 'cộng đồng', 'hoạt động kinh doanh', 'quản trị', 'chiến lược kinh doanh', 'giải quyết', 'trách nhiệm xã hội', 'hiệu quả', 'quản trị doanh nghiệp CG', 'trách nhiệm', '2020', '2023', 'công ty dầu', 'quản lý rủi ro', 'công ty', 'lĩnh vực', 'biến đổi khí hậu', 'tích hợp CSR', 'kỳ vọng', 'doanh nghiệp dầu khí', 'tham gia', 'hoạt động dầu khí', 'quyết định', 'quản trị doanh nghiệp dầu khí', 'chủ động', 'công ty dầu khíhiện', 'công ty dầu khícũng', 'bối cảnh kinh doanh', 'ESG', 'công ty dầu khí xác định', 'trách nhiệm giải trình', 'công ty dầu khíđã công bố', 'hoạt động quản trị doanh nghiệp CG dầu khí', 'đo lường tác động', 'CG', 'cơ quan quản lý', 'gia tăng', 'an toàn', 'doanh nghiệp CSR', 'Sáng kiến \u200b \u200b báo cáo toàn cầu', 'thực tiễn', 'bền vững lâu dài', 'công bố', 'công sức', 'báo cáo', 'quản trị doanh nghiệp Hiện quản trị doanh nghiệp CG', 'công nhận', 'thành công', 'công nghệ']"""""""
223,"""""""['lĩnh vực dầu khí', 'công ty dầu khí', 'phát triển', 'môi trường', 'lĩnh vực', '2020', 'CSR', 'xã hội', 'biến đổi khí hậu', 'cộng sự', 'CG', '2019', 'tác động', 'thách thức', 'trách nhiệm giải trình', 'Lĩnh vực dầu khí', 'trách nhiệm', 'minh bạch', 'bền vững', 'nhận thức', 'hoạt động', 'hoạt động kinh doanh', 'cộng đồng', 'bao gồm', 'lĩnh vực dầu khí ”', 'phát triển CG', 'hoạt động dầu khí', 'doanh nghiệp dầu khí', 'lĩnh vực dầu khí phản ánh', 'lĩnh vực dầu khí bắt nguồn', 'doanh nghiệp', 'công ty dầu khí hiện', 'lĩnh vực dầu khí Trách nhiệm xã hội', 'lĩnh vực công nghiệp', 'hoạt động dầu khí triển khai', 'khí đốt', '2022', 'chẳng hạn', 'sản xuất dầu khí', 'phát triển lịch sử', 'quản trị', 'công ty dầu khí điều chỉnh', 'Công ty dầu khí Enron', 'sáng kiến \u200b \u200b \u200b \u200b', 'công ty dầu khí điều chỉnh hoạt động', 'Lĩnh vực dầu khí đóng vai trò', 'sáng kiến \u200b \u200b', 'thực tiễn', 'hoạt động đóng góp', 'lĩnh vực năng lượng', 'lĩnh vực nhân quyền', 'lĩnh vực trọng tâm', 'lĩnh vực dầu khí phản ánh xu hướng rộng lớn', 'lĩnh vực công nghiệp khai khoáng', 'cần thiết', 'tham gia', 'lĩnh vực công nghiệp khai thác', 'khu vực', 'chứng kiến \u200b \u200b sự', 'khí thải carbon']"""""""
224,"""""""['tiêu dùng', 'hàng', 'chi tiêu', '6', 'doanh số', 'sự kiện', 'Trung Quốc', 'doanh thu', 'lễ hội mua sắm', 'tiêu dùng chi tiêu', 'hàng hàng']"""""""
225,"""""""['vàng', 'NHNN', 'thuế', 'giá vàng', 'thị trường vàng', 'vàng miếng SJC', 'thao túng giá vàng', 'hoạt động kinh doanh vàng', 'đầu cơ', 'chính sách thuế', 'giải pháp', 'nhập khẩu vàng', 'Nhà nước', 'mua bán vàng', 'bình ổn thị trường', 'hạn chế vàng', 'Ngân hàng Nhà nước']"""""""
226,"""""""['cơ quan', 'địa phương', 'Thủ tướng Chính phủ', 'hiệu quả', 'Chính phủ', 'xã hội', 'nhiệm vụ', 'phối hợp', '2024', 'Tài chính', 'giao', 'chỉ đạo', 'chính sách', 'Nghị quyết', 'Tài chính chủ trì', 'phát triển', 'NQ-CP', 'Quyết định', 'quyết định', 'cơ chế', 'triển khai hiệu quả', '...', 'quy định', 'Bộ Chính trị', 'thu', 'thực phẩm', 'người dân', 'dự án', 'vướng mắc', 'xác định', 'hiệu lực', 'hàng', 'Kế hoạch', 'Lao động', 'đề án', 'đầu', 'điện', 'bảo đảm', 'Việt Nam', 'trình Chính phủ', 'địa phương chủ động', 'nhiệm vụ Chính phủ', 'Tình hình kinh tế', 'quyết liệt', 'địa phương triển khai', 'đề xuất Chính phủ Nghị định', 'Nông nghiệp và Phát triển nông thôn chủ trì', 'chủ động', 'phát triển kinh tế', 'ngân sách địa phương']"""""""
227,"""""""['Đảng', 'Tổng Bí thư', 'phát triển', 'Đại học Tổng hợp Hà Nội', 'dân tộc', 'nhân dân', 'Tổng Bí thư Nguyễn Phú Trọng', 'Đại học Quốc gia Hà Nội', 'nhân văn', 'Nhân dân', 'đứng đầu Đảng', 'văn hóa', 'toàn dân', 'lãnh đạo', 'Giáo sư Nguyễn Phú Trọng', 'vị Tổng Bí thư', 'tư tưởng', 'toàn Đảng', 'chúc Tết Tổng Bí thư', 'Tổng Bí thư Nguyễn Phú Trọng phát biểu', 'toàn Đảng toàn dân', 'Đất nước', 'Tổng Bí thư say sưa', 'tầm', 'Trường Đại học Tổng hợp Hà Nội', 'Tổng Bí thư Nguyễn Phú Trọng đích thân phát động', 'mái trường Đại học Tổng hợp', 'tiếp Tổng Bí thư Đảng Cộng sản Việt Nam Nguyễn Phú Trọng', 'Nguyễn Phú Trọng', 'Việt Nam học', 'Đại hội', 'Chủ tịch']"""""""
228,"""""""['đồng chí', 'dân', 'Đảng', 'đồng chí Nguyễn Phú Trọng', 'Tổng Bí thư', 'Tổng Bí thư Nguyễn Phú Trọng', 'Đồng chí', 'nhân dân', 'đồng chí Tổng Bí thư', 'toàn dân', 'công việc', 'dân tộc', 'đồng chí Tổng Bí thư Nguyễn Phú Trọng', 'công tác chỉ đạo', 'sát dân', 'GS.TS. Tạ Ngọc Tấn', 'đồng lòng', 'phòng chống tiêu cực', 'đoàn kết', 'thống nhất ý chí', 'Tạp chí Cộng sản', 'Đảng viên', 'dân tộc ta', 'làm việc', 'đấu tranh phòng chống tham nhũng gắn', 'đồng chí cũ', 'Ban Bí thư xây dựng', 'Tổng Biên tập Tạp chí Cộng sản', 'đồng chí Nguyễn Phú Trọng nêu', 'chủ nghĩa xã hội', 'nhiệm vụ', 'lỗi', 'Đồng chí Tổng Bí thư Nguyễn Phú Trọng', 'Đồng chí Nguyễn Phú Trọng', 'đồng chí Nguyễn Phú Trọng nhắc nhở', 'gia đình', 'GS.TS Tạ Ngọc Tấn', 'Gia đình đồng chí Nguyễn Phú Trọng', 'hạt nhân trung tâm', 'Trọng', 'đồng thuận', 'quyết liệt', 'lợi ích', 'xã hội', 'kiên định']"""""""
229,"""""""['Đồng chí', 'Đảng', 'XII', 'Tạp chí Cộng sản', 'Bí thư Quân ủy Trung ương', 'Ban Chấp hành Trung ương Đảng Cộng sản Việt Nam', 'Tổng Bí thư Ban Chấp hành Trung ương Đảng Cộng sản Việt Nam', 'Chủ tịch', 'Đảng Cộng sản Việt Nam', 'Cộng hòa xã hội chủ nghĩa Việt Nam', 'Cộng hòa Xã hội Chủ nghĩa Việt Nam', 'XIII', 'khóa XI', 'Việt Nam', 'XI', 'Cộng hòa xã hội chủ nghĩa Việt Nam khóa XI', 'Quốc hội', 'Trưởng Ban chỉ đạo Trung ương', 'Ủy viên Ban Thường vụ Đảng ủy Công an Trung ương', 'thành phố Hà Nội', 'Chủ tịch Quốc hội', 'đồng chí', '1967', 'Ban Chấp hành Trung ương Đảng', 'gia quyến Đồng chí', 'Ủy viên Ban Chấp hành Trung ương Đảng Cộng sản Việt Nam', 'Tổng Bí thư Ban Chấp hành Trung ương Đảng', 'Trường Đảng cao cấp Nguyễn Ái Quốc', 'Ủy viên Ban Chấp hành Trung ương Đảng', 'Đồng chí Nguyễn Phú Trọng', 'Bí thư Đảng ủy cơ quan Tạp chí Cộng sản']"""""""
230,"""""""['6 h', '24 h', 'quốc tang', 'Quốc hội Cuba', 'Đồng chí Nguyễn Phú Trọng']"""""""
231,"""""""['Việt Nam', 'Thủ tướng', 'điện', 'kinh tế', 'lĩnh vực', 'Thủ tướng Phạm Minh Chính', 'dự án', 'chính sách', 'phát triển', 'cung ứng điện', '2023', 'Nam', 'kinh doanh', 'dự án điện', 'đóng điện', 'Việt Nam ưu tiên', 'đầu', 'Thủ tướng đứng đầu', 'chuyển đổi xanh']"""""""
232,"""""""['thị trường xăng dầu', 'lập sàn', 'sàn kinh doanh xăng dầu', 'quy định', 'thành lập sàn kinh doanh xăng dầu', 'lưu thông xăng dầu', 'thành lập sàn giao dịch xăng dầu']"""""""
233,"""""""['Ấn Độ', 'Nga', 'dầu thô', 'hàng hóa Ấn Độ', 'Ấn Độ dự kiến \u200b \u200b', 'thương mại song phương', 'tài chính 2024', 'nhập khẩu dầu', 'tài chính 2023', 'cân bằng thương mại', 'xuất khẩu', 'Đông Ấn Độ', 'Sputnik Ấn Độ', 'dầu mỏ Ấn Độ', 'Ấn Độ nhập khẩu dầu', 'dầu Nga', 'thị trường Nga', 'bao gồm', 'xuất khẩu sản phẩm dầu mỏ', 'chiết khấu dầu thô', 'Đại sứ Ấn Độ', 'nhà máy lọc dầu Ấn Độ', 'hai', 'chuyến thăm Ấn Độ hồi đầu', 'vận chuyển', 'hiệu quả', 'nhập khẩu dầu thô', 'Thủ tướng Ấn Độ Narendra Modi', 'đàm phán', 'khả năng', 'Moscow', 'Ấn Độ lò phản ứng mô-đun', 'giá dầu thô', 'tuyến thương mại', 'thùng', 'Modi', 'dầu thô Urals']"""""""
234,"""""""['MAS', 'BSR', 'hiệu quả', 'triển khai', 'Avenue', 'triển khai thí điểm', 'dự án', 'triển khai MAS', 'triển khai phân hệ', 'hệ thống', 'Maximo', 'thiết bị']"""""""
235,"""""""['giàn DK1', '2 Hải quân', 'Nam', 'thềm lục địa', 'giàn', 'Đảng', '35', 'cán bộ', 'Tiểu đoàn DK1', 'chiến sĩ Tiểu đoàn DK1', 'gió', 'DK1']"""""""
236,"""""""['năng lượng gió', 'Vương quốc Anh', 'gió', 'phát triển', 'Ember', 'năng lượng', 'khơi']"""""""
237,"""""""['Nga', 'dầu', 'khai thác', 'mỏ dầu', 'OPEC', 'cắt giảm sản lượng dầu', 'khai thác dầu thô', 'khai thác dầu chất lượng']"""""""
238,"""""""['Ấn Độ', 'sâu', 'khu vực', 'dầu', 'lưu vực', 'lĩnh vực thăm dò', 'khai thác', 'lĩnh vực dầu khí', 'thăm dò dầu khí', 'ONGC', 'diện tích', '2030', 'sản lượng dầu khí', 'Ấn Độ cho phép']"""""""
239,"""""""['mục tiêu', 'Pháp', 'năng lượng tái tạo', 'tiêu thụ năng lượng', 'năng lượng hạt nhân', 'kế hoạch', 'Brussels', 'biến đổi khí hậu', 'Paris', 'sửa đổi', 'năng lượng gió', 'phiên bản', 'tổ hợp năng lượng', 'Chương trình năng lượng']"""""""
240,"""""""['khí công nghiệp', 'công ty', 'thị trường khí công nghiệp', 'nhu cầu', 'đáp ứng nhu cầu', 'hydro', 'phát triển', 'lĩnh vực năng lượng', 'lĩnh vực khí công nghiệp', 'tăng trưởng', 'năng lượng', 'khí', 'thị trường', 'đầu tư', 'đổi mới', 'lĩnh vực', 'sáng kiến \u200b \u200b', 'ứng dụng khí công nghiệp']"""""""
241,"""""""['phân tích', 'giá dầu', 'OPEC', 'hạn chế', 'tăng giá', 'tác động hạn chế', 'Trung Quốc', 'Trung Đông', '“', 'tác động', 'phân tích giá dầu']"""""""
242,"""""""['“', 'Arập Xê Út', 'dầu mỏ', '”', 'vương quốc', '2023', 'chính phủ', 'đối mặt', '100 USD', 'thùng', 'hiện', 'quốc gia', 'Saudi', 'dự án giga', 'kinh tế', '2030', 'dấu hiệu', 'thâm hụt', 'ngân hàng Arập Xê Út', 'thị trường', 'tiêu chuẩn quốc tế', 'dự báo ”', 'thị trường quốc tế', 'quốc gia phát hành nợ quốc tế', 'nghĩa Arập Xê Út', 'chuyên gia kinh tế', 'kinh tế phát triển']"""""""
243,"""""""['Giá dầu', 'thùng', 'tuần', 'Dầu thô', 'lít', 'dầu thô', 'giảm Giá dầu', 'Giá dầu hôm nay', 'giá dầu hỏa', 'giá xăng dầu hôm nay', 'Giá dầu Brent giao', '23/7']"""""""
